Age,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Lng,Y/A,Y/C,Y/G,Rate,Sk,Year
36,3,1,19,35,54.3,242,0,0,33,6.9,12.7,80.7,76.1,1,2016
29,3,1,23,37,62.2,216,1,2,32,5.8,9.4,72,64.7,3,2016
32,5,1,19,48,39.6,192,2,3,29,4,10.1,38.4,39.6,1,2016
34,1,0,14,24,58.3,182,1,1,31,7.6,13,182,78.8,2,2016
23,1,0,14,21,66.7,150,1,1,32,7.1,10.7,150,83.4,2,2016
23,5,0,13,18,72.2,145,1,1,31,8.1,11.2,29,91.2,1,2016
26,6,1,11,26,42.3,131,0,0,35,5,11.9,21.8,58.3,3,2016
26,2,1,8,14,57.1,126,1,1,69,9,15.8,63,81.2,3,2016
24,4,0,14,26,53.8,104,0,2,17,4,7.4,26,31.6,2,2016
24,1,0,6,11,54.5,96,0,1,64,8.7,16,96,46,1,2016
30,2,0,10,18,55.6,93,0,2,33,5.2,9.3,46.5,30.3,3,2016
27,2,0,10,11,90.9,75,1,0,13,6.8,7.5,37.5,125.4,0,2016
27,3,1,8,15,53.3,50,0,0,19,3.3,6.3,16.7,60.4,0,2016
24,15,4,1,1,100,50,1,0,50,50,50,3.3,158.3,0,2016
23,14,0,1,1,100,43,0,0,43,43,43,3.1,118.7,0,2016
27,16,15,5,9,55.6,41,0,0,26,4.6,8.2,2.6,67.4,1,2016
29,16,0,1,1,100,35,0,0,35,35,35,2.2,118.7,0,2016
26,16,0,1,1,100,31,0,0,31,31,31,1.9,118.7,0,2016
36,1,0,3,4,75,29,1,0,15,7.3,9.7,29,134.4,0,2016
28,4,0,3,6,50,26,0,1,12,4.3,8.7,6.5,22.2,0,2016
26,1,0,2,5,40,22,0,0,12,4.4,11,22,53.7,1,2016
25,16,6,1,1,100,20,1,0,20,20,20,1.3,158.3,0,2016
24,1,0,3,6,50,19,0,1,9,3.2,6.3,19,17.4,0,2016
23,4,0,2,10,20,17,0,1,9,1.7,8.5,4.3,0,0,2016
30,1,0,1,1,100,16,0,0,16,16,16,16,118.7,0,2016
23,16,0,1,1,100,16,0,0,16,16,16,1,118.7,0,2016
35,4,0,1,3,33.3,16,0,0,16,5.3,16,4,52.1,0,2016
28,16,15,1,1,100,15,1,0,15,15,15,0.9,158.3,0,2016
28,13,13,1,1,100,10,1,0,10,10,10,0.8,147.9,0,2016
28,16,16,1,2,50,10,1,0,10,5,10,0.6,104.2,0,2016
26,16,0,1,2,50,4,0,0,4,2,4,0.3,56.2,0,2016
24,14,10,1,1,100,2,1,0,2,2,2,0.1,118.7,0,2016
26,16,16,1,1,100,2,1,0,2,2,2,0.1,118.7,0,2016
27,16,6,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
24,12,12,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
27,14,8,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
33,12,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
21,10,3,0,1,0,0,0,1,0,0,0,0,0,0,2016
33,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
25,10,2,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
23,16,1,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
24,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
28,12,12,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
24,15,7,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
22,16,4,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
35,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
27,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
22,11,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2016
40,16,16,385,581,66.3,4577,32,8,64,7.9,11.9,286.1,102.8,35,2017
36,16,16,360,575,62.6,4515,28,10,75,7.9,12.5,282.2,96,18,2017
29,16,16,371,565,65.7,4446,29,10,71,7.9,12,277.9,99.3,47,2017
38,16,16,386,536,72,4334,23,8,54,8.1,11.2,270.9,103.9,20,2017
35,15,15,360,561,64.2,4251,28,14,97,7.6,11.8,283.4,93.4,21,2017
32,16,16,342,529,64.7,4095,20,12,88,7.7,12,255.9,91.4,24,2017
29,16,16,347,540,64.3,4093,27,13,74,7.6,11.8,255.8,93.9,41,2017
33,15,15,341,505,67.5,4042,26,5,79,8,11.9,269.5,104.7,35,2017
29,16,16,339,553,61.3,3983,34,11,74,7.2,11.7,248.9,95.4,43,2017
23,15,15,296,477,62.1,3804,28,7,94,8,12.9,253.6,100.5,25,2017
25,16,16,315,523,60.2,3687,21,13,75,7,11.7,230.4,84.7,24,2017
29,15,14,325,481,67.6,3547,22,7,65,7.4,10.9,236.5,98.3,22,2017
23,13,13,282,442,63.8,3504,19,11,70,7.9,12.4,269.5,92.2,33,2017
26,15,15,323,515,62.7,3496,22,13,87,6.8,10.8,233.1,86.4,20,2017
36,15,15,352,571,61.6,3468,19,13,77,6.1,9.9,231.2,80.4,31,2017
24,16,16,308,490,62.9,3324,22,13,81,6.8,10.8,207.8,86.6,32,2017
30,16,16,297,496,59.9,3320,25,12,77,6.7,11.2,207.5,86.6,39,2017
28,16,16,291,492,59.1,3302,22,16,64,6.7,11.3,206.4,80.7,35,2017
25,13,13,265,440,60.2,3296,33,7,72,7.5,12.4,253.5,101.9,28,2017
24,15,15,281,453,62,3232,13,15,75,7.1,11.5,215.5,79.3,27,2017
32,16,16,352,549,64.1,3141,18,13,66,5.7,8.9,196.3,80.4,27,2017
25,16,15,276,469,58.8,3098,13,7,80,6.6,11.2,193.6,81.7,52,2017
38,13,13,267,397,67.3,2926,18,9,69,7.4,11,225.1,94.5,39,2017
21,15,15,255,476,53.6,2894,11,22,56,6.1,11.3,192.9,60.5,38,2017
28,15,14,263,420,62.6,2799,14,4,47,6.7,10.6,186.6,89.2,46,2017
34,14,14,266,429,62,2666,19,14,65,6.2,10,190.4,80.8,20,2017
26,11,10,206,349,59,2285,12,14,44,6.5,11.1,207.7,73.3,33,2017
23,12,12,196,330,59.4,2193,7,7,70,6.6,11.2,182.8,77.5,31,2017
38,7,7,164,267,61.4,1978,9,7,46,7.4,12.1,282.6,84.4,22,2017
24,11,9,192,316,60.8,1836,9,12,55,5.8,9.6,166.9,70.6,29,2017
22,7,6,126,204,61.8,1699,19,8,72,8.3,13.5,242.7,103,19,2017
34,7,7,154,238,64.7,1675,16,6,72,7,10.9,239.3,97.2,22,2017
26,6,5,120,178,67.4,1560,7,5,61,8.8,13,260,96.2,8,2017
24,7,5,123,224,54.9,1430,4,6,83,6.4,11.6,204.3,69.2,19,2017
27,8,7,125,223,56.1,1412,5,6,57,6.3,11.3,176.5,71.4,21,2017
32,11,6,123,211,58.3,1287,4,4,59,6.1,10.5,117,74.5,16,2017
35,6,3,96,163,58.9,1103,7,3,41,6.8,11.5,183.8,86,7,2017
27,6,4,96,172,55.8,1088,5,5,54,6.3,11.3,181.3,72.5,10,2017
28,5,5,95,171,55.6,1086,6,6,52,6.4,11.4,217.2,71.9,23,2017
33,5,4,79,159,49.7,894,6,5,52,5.6,11.3,178.8,66.4,7,2017
33,4,2,78,127,61.4,861,4,5,61,6.8,11,215.3,75.6,12,2017
28,4,4,93,140,66.4,833,4,5,29,6,9,208.3,76.9,8,2017
26,4,3,55,112,49.1,544,1,3,46,4.9,9.9,136,55.1,8,2017
28,7,3,57,101,56.4,537,5,2,35,5.3,9.4,76.7,79.5,5,2017
30,4,3,47,97,48.5,523,4,3,40,5.4,11.1,130.8,65.8,13,2017
25,4,1,46,75,61.3,517,4,5,49,6.9,11.2,129.3,71.9,6,2017
30,2,2,32,43,74.4,382,3,0,44,8.9,11.9,191,124.4,5,2017
23,2,2,30,45,66.7,295,2,3,30,6.6,9.8,147.5,72,9,2017
22,1,1,22,35,62.9,284,0,1,51,8.1,12.9,284,76.4,2,2017
27,2,0,29,43,67.4,265,1,1,26,6.2,9.1,132.5,82,1,2017
27,2,1,24,43,55.8,265,1,1,41,6.2,11,132.5,72.3,4,2017
23,4,2,24,49,49,252,2,5,21,5.1,10.5,63,38.4,1,2017
28,3,1,23,28,82.1,239,1,1,46,8.5,10.4,79.7,99.3,3,2017
27,2,1,21,36,58.3,212,1,0,47,5.9,10.1,106,84.5,3,2017
25,5,1,22,37,59.5,185,0,0,50,5,8.4,37,72.5,3,2017
35,2,1,25,42,59.5,162,1,2,17,3.9,6.5,81,55.9,8,2017
24,1,0,19,23,82.6,134,0,0,16,5.8,7.1,134,90.9,3,2017
30,1,1,9,18,50,128,0,2,32,7.1,14.2,128,33.8,4,2017
24,3,0,11,23,47.8,126,0,1,31,5.5,11.5,42,46.6,6,2017
27,3,0,7,14,50,66,0,0,27,4.7,9.4,22,63.4,1,2017
29,2,0,9,16,56.3,56,2,0,12,3.5,6.2,28,103.1,0,2017
28,15,15,1,1,100,51,1,0,51,51,51,3.4,158.3,0,2017
27,16,2,1,1,100,44,0,0,44,44,44,2.8,118.7,0,2017
35,16,0,2,2,100,38,0,0,22,19,19,2.4,118.7,0,2017
26,16,0,1,1,100,38,1,0,38,38,38,2.4,158.3,0,2017
34,8,0,6,8,75,36,0,1,10,4.5,6,4.5,43.7,0,2017
31,16,0,2,7,28.6,35,0,1,34,5,17.5,2.2,8.3,0,2017
27,16,0,2,3,66.7,34,0,0,8,11.3,17,2.1,104.9,0,2017
25,16,0,1,1,100,31,0,0,31,31,31,1.9,118.7,0,2017
28,16,0,1,1,100,29,0,0,29,29,29,1.8,118.7,0,2017
24,3,0,3,5,60,24,0,1,13,4.8,8,8,32.5,0,2017
22,16,4,1,2,50,21,1,0,21,10.5,21,1.3,127.1,0,2017
34,16,16,1,1,100,21,0,0,21,21,21,1.3,118.7,0,2017
34,3,0,2,8,25,17,0,0,9,2.1,8.5,5.7,39.6,0,2017
24,1,0,5,7,71.4,11,0,0,9,1.6,2.2,11,74.1,0,2017
27,15,14,1,1,100,10,0,0,10,10,10,0.7,108.3,0,2017
24,1,0,1,1,100,10,0,0,10,10,10,10,108.3,1,2017
24,2,0,1,3,33.3,2,0,0,2,0.7,2,1,42.4,0,2017
26,1,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2017
25,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2017
30,16,8,0,1,0,0,0,0,0,0,0,0,39.6,0,2017
28,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2017
23,16,0,0,1,0,0,0,1,0,0,0,0,0,0,2017
32,2,0,0,2,0,0,0,0,0,0,0,0,39.6,0,2017
23,15,13,0,1,0,0,0,1,0,0,0,0,0,0,2017
28,15,15,0,1,0,0,0,1,0,0,0,0,0,0,2017
24,15,6,0,1,0,0,0,0,0,0,0,0,39.6,0,2017
25,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2017
26,14,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2017
24,15,0,0,1,0,0,0,1,0,0,0,0,0,0,2017
25,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2017
27,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2017
28,16,0,0,1,0,0,0,1,0,0,0,0,0,0,2017
36,16,0,1,1,100,-4,0,0,-4,-4,-4,-0.3,79.2,0,2017
36,16,16,452,675,67,5129,34,16,97,7.6,11.3,320.6,96.5,24,2018
23,16,16,383,580,66,5097,50,12,89,8.8,13.3,318.6,113.8,26,2018
33,16,16,422,608,69.4,4924,35,7,75,8.1,11.7,307.8,108.1,42,2018
24,16,16,364,561,64.9,4688,32,12,70,8.4,12.9,293,101.1,33,2018
29,16,16,430,639,67.3,4593,39,15,68,7.2,10.7,287.1,98.7,18,2018
35,16,16,372,597,62.3,4442,25,2,75,7.4,11.9,277.6,97.6,49,2018
41,16,16,375,570,65.8,4355,29,11,63,7.6,11.6,272.2,97.7,21,2018
37,16,16,347,508,68.3,4308,32,12,75,8.5,12.4,269.3,105.5,32,2018
37,16,16,380,576,66,4299,21,11,58,7.5,11.3,268.7,92.4,47,2018
30,16,16,425,606,70.1,4298,30,10,75,7.1,10.1,268.6,99.7,40,2018
23,16,16,345,505,68.3,4165,26,9,73,8.2,12.1,260.3,103.1,62,2018
27,16,16,381,553,68.9,4049,19,10,66,7.3,10.6,253.1,93.9,51,2018
39,15,15,364,489,74.4,3992,32,5,72,8.2,11,266.1,115.7,17,2018
30,16,16,365,586,62.3,3890,18,15,64,6.6,10.7,243.1,81.2,34,2018
25,16,16,356,526,67.7,3885,22,8,90,7.4,10.9,242.8,96.9,56,2018
30,16,16,367,555,66.1,3777,21,11,67,6.8,10.3,236.1,89.9,40,2018
23,14,13,310,486,63.8,3725,27,14,71,7.7,12,266.1,93.7,25,2018
30,16,16,280,427,65.6,3448,35,7,66,8.1,12.3,215.5,110.9,51,2018
29,14,14,320,471,67.9,3395,24,13,82,7.2,10.6,242.5,94.2,29,2018
24,14,14,289,434,66.6,3223,24,12,70,7.4,11.2,230.2,95.4,24,2018
26,11,11,279,401,69.6,3074,21,7,58,7.7,11,279.5,102.2,31,2018
24,11,9,244,378,64.6,2992,19,14,64,7.9,12.3,272,90.2,27,2018
21,13,13,239,414,57.7,2865,17,15,76,6.9,12,220.4,77.6,30,2018
26,13,12,243,403,60.3,2718,13,11,80,6.7,11.2,209.1,79.8,31,2018
31,11,11,226,365,61.9,2566,21,11,49,7,11.4,233.3,89.6,21,2018
25,14,13,228,331,68.9,2528,11,8,61,7.6,11.1,180.6,92.3,42,2018
33,9,9,232,379,61.2,2465,12,6,71,6.5,10.6,273.9,84.2,16,2018
36,8,7,164,246,66.7,2366,17,12,75,9.6,14.4,295.8,100.4,14,2018
21,14,13,217,393,55.2,2278,11,14,75,5.8,10.5,162.7,66.7,45,2018
23,8,8,176,274,64.2,2277,13,10,85,8.3,12.9,284.6,90.8,17,2018
34,10,10,205,328,62.5,2180,10,5,52,6.6,10.6,218,85.7,22,2018
22,12,11,169,320,52.8,2074,10,12,75,6.5,12.3,172.8,67.9,28,2018
30,11,11,176,274,64.2,1979,17,9,75,7.2,11.2,179.9,92.7,35,2018
29,5,5,141,195,72.3,1413,7,4,83,7.2,10,282.6,96,9,2018
25,6,5,102,169,60.4,1252,8,7,82,7.4,12.3,208.7,81.8,18,2018
28,7,5,113,178,63.5,1247,6,4,75,7,11,178.1,86,17,2018
21,16,7,99,170,58.2,1201,6,3,74,7.1,12.1,75.1,84.5,16,2018
25,9,5,105,176,59.7,1003,6,2,37,5.7,9.6,111.4,82.2,16,2018
27,3,3,53,89,59.6,718,5,3,56,8.1,13.5,239.3,90,13,2018
25,5,4,85,131,64.9,709,2,2,35,5.4,8.3,141.8,77.4,22,2018
29,8,3,61,101,60.4,626,4,4,35,6.2,10.3,78.3,74.9,5,2018
32,4,3,52,91,57.1,590,3,4,79,6.5,11.3,147.5,69.4,9,2018
39,4,3,60,110,54.5,539,1,4,41,4.9,9,134.8,55.8,7,2018
32,5,2,53,76,69.7,515,3,2,46,6.8,9.7,103,90.6,9,2018
29,4,3,42,85,49.4,473,2,2,47,5.6,11.3,118.3,64.5,13,2018
35,2,2,42,70,60,465,0,4,40,6.6,11.1,232.5,56,5,2018
31,3,3,50,80,62.5,400,2,4,35,5,8,133.3,62.5,6,2018
32,3,2,34,54,63,372,3,3,53,6.9,10.9,124,78.6,6,2018
25,6,1,35,57,61.4,320,1,3,33,5.6,9.1,53.3,60.6,2,2018
24,4,2,44,81,54.3,296,1,7,26,3.7,6.7,74,30.7,7,2018
22,2,1,20,31,64.5,266,2,0,53,8.6,13.3,133,113.1,0,2018
28,1,1,15,25,60,232,2,0,47,9.3,15.5,232,117.4,1,2018
22,3,0,20,42,47.6,187,0,2,29,4.5,9.4,62.3,40.5,4,2018
29,2,0,15,21,71.4,174,1,0,26,8.3,11.6,87,112,1,2018
32,2,1,19,35,54.3,138,0,3,20,3.9,7.3,69,28,7,2018
26,5,1,14,23,60.9,118,1,1,18,5.1,8.4,23.6,70.6,2,2018
26,12,12,2,2,100,106,2,0,57,53,53,8.8,158.3,0,2018
25,16,16,1,1,100,66,1,0,66,66,66,4.1,158.3,0,2018
28,16,4,3,7,42.9,64,0,1,44,9.1,21.3,4,36.3,1,2018
26,16,14,1,2,50,63,0,0,63,31.5,63,3.9,95.8,0,2018
36,2,0,7,17,41.2,59,0,1,11,3.5,8.4,29.5,26.3,1,2018
26,7,3,1,1,100,52,1,0,52,52,52,7.4,158.3,0,2018
22,16,16,1,1,100,50,1,0,50,50,50,3.1,158.3,0,2018
23,5,0,6,12,50,43,0,1,22,3.6,7.2,8.6,24,0,2018
32,12,12,2,2,100,43,0,0,37,21.5,21.5,3.6,118.7,0,2018
27,1,0,2,3,66.7,40,0,0,31,13.3,20,40,109.7,1,2018
35,16,16,1,1,100,32,1,0,32,32,32,2,158.3,0,2018
33,1,0,2,3,66.7,29,0,0,22,9.7,14.5,29,97.9,0,2018
33,15,15,1,1,100,28,1,0,28,28,28,1.9,158.3,0,2018
31,12,12,1,1,100,28,1,0,28,28,28,2.3,158.3,0,2018
26,3,0,2,3,66.7,23,0,0,18,7.7,11.5,7.7,89.6,0,2018
25,2,0,1,2,50,22,1,0,22,11,22,11,129.2,0,2018
28,3,0,2,6,33.3,21,0,0,14,3.5,10.5,7,44.4,0,2018
26,16,0,1,1,100,21,0,0,21,21,21,1.3,118.7,0,2018
36,16,0,1,1,100,21,0,0,21,21,21,1.3,118.7,0,2018
37,3,0,5,7,71.4,20,0,0,9,2.9,4,6.7,74.1,0,2018
28,16,0,2,4,50,19,0,0,12,4.8,9.5,1.2,63.5,0,2018
25,16,16,1,1,100,15,0,0,15,15,15,0.9,118.7,0,2018
27,12,3,1,1,100,15,0,0,15,15,15,1.3,118.7,0,2018
24,16,12,2,3,66.7,14,0,0,8,4.7,7,0.9,77.1,0,2018
23,12,0,1,1,100,12,0,0,12,12,12,1,116.7,0,2018
28,2,0,1,3,33.3,8,0,0,8,2.7,8,4,42.4,1,2018
24,15,4,1,1,100,8,0,0,8,8,8,0.5,100,0,2018
34,16,0,1,1,100,8,1,0,8,8,8,0.5,139.6,0,2018
28,5,0,1,4,25,8,0,0,8,2,8,1.6,39.6,1,2018
33,5,0,1,2,50,7,0,0,7,3.5,7,1.4,58.3,0,2018
28,16,0,1,1,100,7,0,0,7,7,7,0.4,95.8,0,2018
29,16,16,1,2,50,5,1,0,5,2.5,5,0.3,95.8,0,2018
23,16,0,1,1,100,4,0,0,4,4,4,0.3,83.3,0,2018
26,15,15,1,1,100,3,1,0,3,3,3,0.2,118.7,0,2018
27,15,0,1,1,100,2,1,0,2,2,2,0.1,118.7,0,2018
26,4,0,2,4,50,2,0,0,4,0.5,1,0.5,56.2,0,2018
23,16,7,1,1,100,1,1,0,1,1,1,0.1,118.7,0,2018
30,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
29,16,4,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
22,8,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
24,14,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
30,15,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
25,16,8,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
27,7,3,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
23,11,0,0,1,0,0,0,1,0,0,0,0,0,0,2018
26,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
23,16,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
23,2,0,0,5,0,0,0,1,0,0,0,0,0,0,2018
23,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
25,16,9,0,1,0,0,0,0,0,0,0,0,39.6,0,2018
25,16,16,380,626,60.7,5109,33,30,71,8.2,13.4,319.3,84.3,47,2019
26,16,16,388,596,65.1,4902,30,11,62,8.2,12.6,306.4,99.7,23,2019
25,16,16,394,626,62.9,4638,22,16,66,7.4,11.8,289.9,86.5,22,2019
38,16,16,390,591,66,4615,23,20,84,7.8,11.8,288.4,88.5,34,2019
34,15,15,408,616,66.2,4466,26,14,93,7.3,10.9,297.7,92.1,48,2019
31,16,16,341,516,66.1,4110,31,5,60,8,12.1,256.9,106.3,48,2019
42,16,16,373,613,60.8,4057,24,8,59,6.6,10.9,253.6,88,27,2019
28,16,16,361,513,70.4,4054,21,8,75,7.9,11.2,253.4,100.8,29,2019
27,16,16,388,607,63.9,4039,27,7,53,6.7,10.4,252.4,93.1,37,2019
24,14,14,319,484,65.9,4031,26,5,83,8.3,12.6,287.9,105.3,17,2019
36,16,16,353,569,62,4002,26,4,74,7,11.3,250.1,95.4,36,2019
28,16,16,329,476,69.1,3978,27,13,75,8.4,12.1,248.6,102,36,2019
24,15,15,333,495,67.3,3852,26,12,54,7.8,11.6,256.8,98,44,2019
24,16,16,317,534,59.4,3827,22,21,89,7.2,12.1,239.2,78.8,40,2019
22,16,16,349,542,64.4,3722,20,12,88,6.9,10.7,232.6,87.4,48,2019
31,15,15,307,444,69.1,3603,26,6,66,8.1,11.7,240.2,107.4,28,2019
37,15,13,311,502,62,3529,20,13,51,7,11.3,235.3,85.5,40,2019
32,13,13,314,528,59.5,3494,16,14,66,6.6,11.1,268.8,78.3,37,2019
23,13,12,303,489,62,3322,17,16,52,6.8,11,255.5,80,46,2019
23,14,12,285,470,60.6,3271,21,6,70,7,11.5,233.6,91.2,33,2019
25,15,15,326,516,63.2,3138,17,10,53,6.1,9.6,209.2,83,38,2019
22,15,15,265,401,66.1,3127,36,6,83,7.8,11.8,208.5,113.3,23,2019
23,16,16,271,461,58.8,3089,20,9,53,6.7,11.4,193.1,85.3,38,2019
22,13,12,284,459,61.9,3027,24,12,75,6.6,10.7,232.8,87.7,38,2019
22,13,13,273,441,61.9,3024,19,13,92,6.9,11.1,232.6,84.3,33,2019
40,11,11,281,378,74.3,2979,27,4,61,7.9,10.6,270.8,116.3,12,2019
27,15,15,272,447,60.9,2942,18,6,50,6.6,10.8,196.1,88,27,2019
31,12,10,201,286,70.3,2742,22,6,91,9.6,13.6,228.5,117.5,31,2019
31,8,8,187,291,64.3,2499,19,5,66,8.6,13.4,312.4,106,18,2019
34,8,8,171,262,65.3,1822,6,5,70,7,10.7,227.8,85.1,26,2019
24,10,8,176,283,62.2,1765,13,9,76,6.2,10,176.5,82,15,2019
31,10,8,160,247,64.8,1707,11,5,69,6.9,10.7,170.7,91.3,15,2019
27,9,5,133,196,67.9,1384,9,2,45,7.1,10.4,153.8,99.1,12,2019
22,9,7,119,203,58.6,1365,7,7,75,6.7,11.5,151.7,76.1,29,2019
26,7,6,95,160,59.4,1203,7,2,75,7.5,12.7,171.9,92.3,25,2019
23,8,6,100,160,62.5,1063,5,8,79,6.6,10.6,132.9,71.4,15,2019
38,4,4,91,147,61.9,1042,6,5,55,7.1,11.5,260.5,82.6,5,2019
23,5,5,100,156,64.1,1020,7,3,48,6.5,10.2,204,89.7,5,2019
24,5,5,94,174,54,984,4,6,75,5.7,10.5,196.8,64,14,2019
30,4,4,77,117,65.8,736,3,2,39,6.3,9.6,184,84.6,8,2019
26,3,3,62,105,59,685,4,4,47,6.5,11,228.3,75.3,11,2019
35,6,2,59,91,64.8,659,4,0,57,7.2,11.2,109.8,100.9,8,2019
38,6,1,50,67,74.6,580,3,1,35,8.7,11.6,96.7,109,2,2019
30,2,2,50,89,56.2,572,0,1,44,6.4,11.4,286,71,6,2019
22,6,3,58,109,53.2,567,1,5,40,5.2,9.8,94.5,52,16,2019
27,3,3,39,84,46.4,515,3,2,75,6.1,13.2,171.7,68.3,9,2019
25,3,3,41,87,47.1,474,2,2,47,5.4,11.6,158,62.1,11,2019
33,3,1,45,64,70.3,435,3,2,37,6.8,9.7,145,91.6,7,2019
25,3,2,47,73,64.4,416,0,3,36,5.7,8.9,138.7,62.4,16,2019
34,4,1,35,65,53.8,372,4,4,23,5.7,10.6,93,65.7,5,2019
29,2,0,27,51,52.9,359,0,3,41,7,13.3,179.5,51,2,2019
37,2,2,35,62,56.5,351,0,1,45,5.7,10,175.5,66,2,2019
24,2,2,28,52,53.8,228,0,4,28,4.4,8.1,114,33.2,6,2019
29,7,1,23,38,60.5,225,1,2,39,5.9,9.8,32.1,64,5,2019
29,2,1,21,37,56.8,225,0,1,21,6.1,10.7,112.5,63.5,5,2019
27,3,1,12,21,57.1,126,0,2,35,6,10.5,42,35.1,0,2019
33,1,1,18,27,66.7,122,0,1,22,4.5,6.8,122,61,6,2019
30,2,0,6,10,60,56,1,0,19,5.6,9.3,28,108.7,0,2019
29,16,5,3,6,50,55,0,0,20,9.2,18.3,3.4,81.9,1,2019
26,3,0,5,11,45.5,49,0,0,28,4.5,9.8,16.3,58.5,2,2019
33,16,13,2,2,100,47,1,0,32,23.5,23.5,2.9,158.3,0,2019
24,16,14,1,1,100,38,0,0,38,38,38,2.4,118.7,0,2019
23,14,4,4,5,80,35,0,1,21,7,8.8,2.5,56.2,0,2019
32,17,16,1,1,100,35,1,0,35,35,35,2.1,158.3,0,2019
27,15,1,1,1,100,35,0,0,35,35,35,2.3,118.7,0,2019
30,8,0,4,6,66.7,33,1,0,14,5.5,8.3,4.1,120.1,0,2019
29,15,15,1,1,100,28,1,0,28,28,28,1.9,158.3,0,2019
29,16,0,2,3,66.7,28,0,1,23,9.3,14,1.8,56.9,0,2019
27,16,6,1,1,100,26,0,0,26,26,26,1.6,118.7,0,2019
37,15,0,1,1,100,26,0,0,26,26,26,1.7,118.7,0,2019
40,3,0,3,5,60,24,0,0,13,4.8,8,8,72.1,0,2019
27,16,15,1,2,50,20,0,0,20,10,20,1.3,85.4,0,2019
27,13,4,1,2,50,20,0,0,20,10,20,1.5,85.4,1,2019
34,15,10,1,1,100,19,1,0,19,19,19,1.3,158.3,0,2019
30,2,0,2,4,50,18,0,0,13,4.5,9,9,62.5,0,2019
24,16,0,2,2,100,16,0,0,9,8,8,1,100,1,2019
24,11,4,1,1,100,16,0,0,16,16,16,1.5,118.7,0,2019
25,3,0,3,4,75,15,0,0,7,3.8,5,5,80.2,0,2019
23,3,0,2,4,50,14,0,1,11,3.5,7,4.7,18.7,1,2019
24,14,9,1,1,100,13,0,0,13,13,13,0.9,118.7,0,2019
27,16,0,1,1,100,12,0,0,12,12,12,0.8,116.7,0,2019
23,16,8,1,1,100,11,0,0,11,11,11,0.7,112.5,0,2019
33,16,0,1,2,50,11,0,0,11,5.5,11,0.7,66.7,0,2019
23,16,6,1,1,100,6,0,0,6,6,6,0.4,91.7,0,2019
27,15,15,1,2,50,6,1,1,6,3,6,0.4,56.2,0,2019
30,14,0,1,1,100,3,0,0,3,3,3,0.2,79.2,0,2019
27,3,0,1,2,50,3,0,0,3,1.5,3,1,56.2,0,2019
28,1,1,3,6,50,3,0,0,3,0.5,1,3,56.2,2,2019
25,16,0,1,2,50,1,1,0,1,0.5,1,0.1,95.8,0,2019
32,1,0,1,1,100,1,0,0,1,1,1,1,79.2,0,2019
29,15,6,0,1,0,0,0,0,0,0,0,0,39.6,0,2019
37,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2019
26,15,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2019
24,16,0,0,1,0,0,0,1,0,0,0,0,0,0,2019
28,5,0,0,3,0,0,0,0,0,0,0,0,39.6,0,2019
28,11,7,0,1,0,0,0,1,0,0,0,0,0,0,2019
26,16,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2019
23,16,16,0,2,0,0,0,0,0,0,0,0,39.6,0,2019
25,16,13,0,1,0,0,0,0,0,0,0,0,39.6,0,2019
31,13,1,0,1,0,0,0,0,0,0,0,0,39.6,0,2019
22,16,2,0,1,0,0,0,0,0,0,0,0,39.6,0,2019
37,16,0,1,1,100,-2,0,0,-2,-2,-2,-0.1,79.2,0,2019
